REPRESENTATIVE,PARTY,STATE,VOTE,BILL,ROLLCALL,BILL_NAME,DATE,COMMITTEE
DesJarlais,Republican,TN,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Deutch,Democratic,FL,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Diaz-Balart,Republican,FL,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Dingell,Democratic,MI,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Doggett,Democratic,TX,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Donalds,Republican,FL,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
"Doyle, Michael F.",Democratic,PA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Duncan,Republican,SC,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Dunn,Republican,FL,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Ellzey,Republican,TX,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Emmer,Republican,MN,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Escobar,Democratic,TX,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Eshoo,Democratic,CA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Espaillat,Democratic,NY,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Estes,Republican,KS,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Evans,Democratic,PA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Fallon,Republican,TX,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Feenstra,Republican,IA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Ferguson,Republican,GA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Fischbach,Republican,MN,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Fitzgerald,Republican,WI,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Fitzpatrick,Republican,PA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Fleischmann,Republican,TN,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Fletcher,Democratic,TX,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Foster,Democratic,IL,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Foxx,Republican,NC,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
"Frankel, Lois",Democratic,FL,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
"Franklin, C. Scott",Republican,FL,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Fulcher,Republican,ID,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Gaetz,Republican,FL,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Gallagher,Republican,WI,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Gallego,Democratic,AZ,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Garamendi,Democratic,CA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Garbarino,Republican,NY,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Garcia (CA),Republican,CA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
García (IL),Democratic,IL,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Garcia (TX),Democratic,TX,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Gibbs,Republican,OH,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Gimenez,Republican,FL,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Gohmert,Republican,TX,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Golden,Democratic,ME,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Gomez,Democratic,CA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
"Gonzales, Tony",Republican,TX,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Gonzalez (OH),Republican,OH,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
"Gonzalez, Vicente",Democratic,TX,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Good (VA),Republican,VA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Gooden (TX),Republican,TX,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Gosar,Republican,AZ,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Gottheimer,Democratic,NJ,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Granger,Republican,TX,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Graves (LA),Republican,LA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Graves (MO),Republican,MO,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Green (TN),Republican,TN,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
"Green, Al (TX)",Democratic,TX,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Greene (GA),Republican,GA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Griffith,Republican,VA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Grijalva,Democratic,AZ,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Grothman,Republican,WI,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Guest,Republican,MS,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Guthrie,Republican,KY,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Harder (CA),Democratic,CA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Harris,Republican,MD,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Harshbarger,Republican,TN,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Hartzler,Republican,MO,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Hayes,Democratic,CT,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Hern,Republican,OK,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Herrell,Republican,NM,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Herrera Beutler,Republican,WA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Hice (GA),Republican,GA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Higgins (LA),Republican,LA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Higgins (NY),Democratic,NY,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Hill,Republican,AR,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Himes,Democratic,CT,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Hinson,Republican,IA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Hollingsworth,Republican,IN,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Horsford,Democratic,NV,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Houlahan,Democratic,PA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Hoyer,Democratic,MD,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Hudson,Republican,NC,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Huffman,Democratic,CA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Huizenga,Republican,MI,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Issa,Republican,CA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Jackson,Republican,TX,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Jackson Lee,Democratic,TX,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Jacobs (CA),Democratic,CA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Jacobs (NY),Republican,NY,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Jayapal,Democratic,WA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Jeffries,Democratic,NY,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Johnson (GA),Democratic,GA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Johnson (LA),Republican,LA,NOT VOTING,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Johnson (OH),Republican,OH,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Johnson (SD),Republican,SD,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Johnson (TX),Democratic,TX,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Jones,Democratic,NY,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Jordan,Republican,OH,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Joyce (OH),Republican,OH,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Joyce (PA),Republican,PA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Kahele,Democratic,HI,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Kaptur,Democratic,OH,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Katko,Republican,NY,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Keating,Democratic,MA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Keller,Republican,PA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Kelly (IL),Democratic,IL,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Kelly (MS),Republican,MS,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Kelly (PA),Republican,PA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Khanna,Democratic,CA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Kildee,Democratic,MI,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Kilmer,Democratic,WA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Kim (CA),Republican,CA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Kim (NJ),Democratic,NJ,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Kind,Democratic,WI,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Kinzinger,Republican,IL,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Kirkpatrick,Democratic,AZ,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Krishnamoorthi,Democratic,IL,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Kuster,Democratic,NH,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Kustoff,Republican,TN,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
LaHood,Republican,IL,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
LaMalfa,Republican,CA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Lamb,Democratic,PA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Lamborn,Republican,CO,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
