REPRESENTATIVE,PARTY,STATE,VOTE,BILL,ROLLCALL,BILL_NAME,DATE,COMMITTEE
Good (VA),Republican,VA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Gooden (TX),Republican,TX,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Gosar,Republican,AZ,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Gottheimer,Democratic,NJ,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Granger,Republican,TX,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Graves (LA),Republican,LA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Graves (MO),Republican,MO,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Green (TN),Republican,TN,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
"Green, Al (TX)",Democratic,TX,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Greene (GA),Republican,GA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Griffith,Republican,VA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Grijalva,Democratic,AZ,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Grothman,Republican,WI,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Guest,Republican,MS,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Guthrie,Republican,KY,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Harder (CA),Democratic,CA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Harris,Republican,MD,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Harshbarger,Republican,TN,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Hartzler,Republican,MO,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Hayes,Democratic,CT,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Hern,Republican,OK,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Herrell,Republican,NM,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Herrera Beutler,Republican,WA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Hice (GA),Republican,GA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Higgins (LA),Republican,LA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Higgins (NY),Democratic,NY,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Hill,Republican,AR,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Himes,Democratic,CT,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Hinson,Republican,IA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Hollingsworth,Republican,IN,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Horsford,Democratic,NV,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Houlahan,Democratic,PA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Hoyer,Democratic,MD,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Hudson,Republican,NC,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Huffman,Democratic,CA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Huizenga,Republican,MI,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Issa,Republican,CA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Jackson,Republican,TX,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Jackson Lee,Democratic,TX,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Jacobs (CA),Democratic,CA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Jacobs (NY),Republican,NY,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Jayapal,Democratic,WA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Jeffries,Democratic,NY,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Johnson (GA),Democratic,GA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Johnson (LA),Republican,LA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Johnson (OH),Republican,OH,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Johnson (SD),Republican,SD,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Johnson (TX),Democratic,TX,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Jones,Democratic,NY,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Jordan,Republican,OH,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Joyce (OH),Republican,OH,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Joyce (PA),Republican,PA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Kahele,Democratic,HI,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Kaptur,Democratic,OH,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Katko,Republican,NY,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Keating,Democratic,MA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Keller,Republican,PA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Kelly (IL),Democratic,IL,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Kelly (MS),Republican,MS,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Kelly (PA),Republican,PA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Khanna,Democratic,CA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Kildee,Democratic,MI,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Kilmer,Democratic,WA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Kim (CA),Republican,CA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Kim (NJ),Democratic,NJ,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Kind,Democratic,WI,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Kinzinger,Republican,IL,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Kirkpatrick,Democratic,AZ,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Krishnamoorthi,Democratic,IL,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Kuster,Democratic,NH,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Kustoff,Republican,TN,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
LaHood,Republican,IL,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
LaMalfa,Republican,CA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Lamb,Democratic,PA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Lamborn,Republican,CO,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Langevin,Democratic,RI,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Larsen (WA),Democratic,WA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Larson (CT),Democratic,CT,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Latta,Republican,OH,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
LaTurner,Republican,KS,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Lawrence,Democratic,MI,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Lawson (FL),Democratic,FL,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Lee (CA),Democratic,CA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Lee (NV),Democratic,NV,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Leger Fernandez,Democratic,NM,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Lesko,Republican,AZ,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Letlow,Republican,LA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Levin (CA),Democratic,CA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Levin (MI),Democratic,MI,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Lieu,Democratic,CA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Lofgren,Democratic,CA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Long,Republican,MO,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Loudermilk,Republican,GA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Lowenthal,Democratic,CA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Lucas,Republican,OK,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Luetkemeyer,Republican,MO,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Luria,Democratic,VA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Lynch,Democratic,MA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Mace,Republican,SC,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Malinowski,Democratic,NJ,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Malliotakis,Republican,NY,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
"Maloney, Carolyn B.",Democratic,NY,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
"Maloney, Sean",Democratic,NY,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Mann,Republican,KS,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Manning,Democratic,NC,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Massie,Republican,KY,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Mast,Republican,FL,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Matsui,Democratic,CA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
McBath,Democratic,GA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
McCarthy,Republican,CA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
McCaul,Republican,TX,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
McClain,Republican,MI,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
McClintock,Republican,CA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
McCollum,Democratic,MN,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
McEachin,Democratic,VA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
McGovern,Democratic,MA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
McHenry,Republican,NC,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
McKinley,Republican,WV,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
McNerney,Democratic,CA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Meeks,Democratic,NY,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Meijer,Republican,MI,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Meng,Democratic,NY,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Meuser,Republican,PA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Mfume,Democratic,MD,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Miller (IL),Republican,IL,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Miller (WV),Republican,WV,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Miller-Meeks,Republican,IA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Moolenaar,Republican,MI,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Mooney,Republican,WV,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Moore (AL),Republican,AL,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Moore (UT),Republican,UT,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Moore (WI),Democratic,WI,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Morelle,Democratic,NY,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Moulton,Democratic,MA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Mrvan,Democratic,IN,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Mullin,Republican,OK,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Murphy (FL),Democratic,FL,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Murphy (NC),Republican,NC,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Nadler,Democratic,NY,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Napolitano,Democratic,CA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Neal,Democratic,MA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Neguse,Democratic,CO,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Nehls,Republican,TX,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Newhouse,Republican,WA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Newman,Democratic,IL,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Norcross,Democratic,NJ,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Norman,Republican,SC,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
O'Halleran,Democratic,AZ,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Obernolte,Republican,CA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Ocasio-Cortez,Democratic,NY,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Omar,Democratic,MN,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Owens,Republican,UT,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Palazzo,Republican,MS,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Pallone,Democratic,NJ,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Palmer,Republican,AL,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Panetta,Democratic,CA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Pappas,Democratic,NH,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Pascrell,Democratic,NJ,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Payne,Democratic,NJ,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Pelosi,Democratic,CA,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Pence,Republican,IN,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Perlmutter,Democratic,CO,YEA,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
Perry,Republican,PA,NAY,1808,410,Assault Weapons Ban of 2022,07/29/22,Judiciary
